Researcher,Year,Type,Title,Abstract,Source,Authors,Database Affiliation,Publication Institutions,Matched Affiliation,Topic,Review Flag
Emiliano Zaccarella,2022.0,article,Online neurostimulation of Broca’s area does not interfere with syntactic predictions: A combined TMS-EEG approach to basic linguistic combination,"Categorical predictions have been proposed as the key mechanism supporting the fast pace of syntactic composition in language. Accordingly, grammar-based expectations are formed-e.g., the determiner ""a"" triggers the prediction for a noun-and facilitate the analysis of incoming syntactic information, which is then checked against a single or few other word categories. Previous functional neuroimaging studies point towards Broca's area in the left inferior frontal gyrus (IFG) as one fundamental cortical region involved in categorical prediction during incremental language processing. Causal evidence for this hypothesis is however still missing. In this study, we combined Electroencephalography (EEG) and Transcranial Magnetic Stimulation (TMS) to test whether Broca's area is functionally relevant in predictive mechanisms for language. We transiently perturbed Broca's area during the first word in a two-word construction, while simultaneously measuring the Event-Related Potential (ERP) correlates of syntactic composition. We reasoned that if Broca's area is involved in predictive mechanisms for syntax, disruptive TMS during the first word would mitigate the difference in the ERP responses for predicted and unpredicted categories in basic two-word constructions. Contrary to this hypothesis, perturbation of Broca's area at the predictive stage did not affect the ERP correlates of basic composition. The correlation strength between the electrical field induced by TMS and the ERP responses further confirmed this pattern. We discuss the present results considering an alternative account of the role of Broca's area in syntactic composition, namely the bottom-up integration of words into constituents, and of compensatory mechanisms within the language predictive network.","<a href=""https://openalex.org/W4307703878"" target=""_blank"">OpenAlex</a>","Matteo Maran, Ole Numssen, Gesa Hartwigsen, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2023.0,article,Exploring the neurobiology of Merge at a basic level: insights from a novel artificial grammar paradigm,"Human language allows us to generate an infinite number of linguistic expressions. It's proposed that this competence is based on a binary syntactic operation, Merge, combining two elements to form a new constituent. An increasing number of recent studies have shifted from complex syntactic structures to two-word constructions to investigate the neural representation of this operation at the most basic level.This fMRI study aimed to develop a highly flexible artificial grammar paradigm for testing the neurobiology of human syntax at a basic level. During scanning, participants had to apply abstract syntactic rules to assess whether a given two-word artificial phrase could be further merged with a third word. To control for lower-level template-matching and working memory strategies, an additional non-mergeable word-list task was set up.Behavioral data indicated that participants complied with the experiment. Whole brain and region of interest (ROI) analyses were performed under the contrast of ""structure > word-list."" Whole brain analysis confirmed significant involvement of the posterior inferior frontal gyrus [pIFG, corresponding to Brodmann area (BA) 44]. Furthermore, both the signal intensity in Broca's area and the behavioral performance showed significant correlations with natural language performance in the same participants. ROI analysis within the language atlas and anatomically defined Broca's area revealed that only the pIFG was reliably activated.Taken together, these results support the notion that Broca's area, particularly BA 44, works as a combinatorial engine where words are merged together according to syntactic information. Furthermore, this study suggests that the present artificial grammar may serve as promising material for investigating the neurobiological basis of syntax, fostering future cross-species studies.","<a href=""https://openalex.org/W4378084911"" target=""_blank"">OpenAlex</a>","Liu Yang, Chenyang Gao, Peng Wang, Angela D. Friederici, Emiliano Zaccarella, Luyao Chen",MPI for Human Cognitive & Brain Sciences Leipzig,"Beijing Normal University, University of Chinese Academy of Social Sciences, Chinese Academy of Social Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, University of Regensburg, Universität Greifswald, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Beijing Normal University",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2021.0,article,Controlling Video Stimuli in Sign Language and Gesture Research: The OpenPoseR Package for Analyzing OpenPose Motion-Tracking Data in R,"Researchers in the fields of sign language and gesture studies frequently present their participants with video stimuli showing actors performing linguistic signs or co-speech gestures. Up to now, such video stimuli have been mostly controlled only for some of the technical aspects of the video material (e.g., duration of clips, encoding, framerate, etc.), leaving open the possibility that systematic differences in video stimulus materials may be concealed in the actual motion properties of the actor’s movements. Computer vision methods such as OpenPose enable the fitting of body-pose models to the consecutive frames of a video clip and thereby make it possible to recover the movements performed by the actor in a particular video clip without the use of a point-based or markerless motion-tracking system during recording. The OpenPoseR package provides a straightforward and reproducible way of working with these body-pose model data extracted from video clips using OpenPose , allowing researchers in the fields of sign language and gesture studies to quantify the amount of motion (velocity and acceleration) pertaining only to the movements performed by the actor in a video clip. These quantitative measures can be used for controlling differences in the movements of an actor in stimulus video clips or, for example, between different conditions of an experiment. In addition, the package also provides a set of functions for generating plots for data visualization, as well as an easy-to-use way of automatically extracting metadata (e.g., duration, framerate, etc.) from large sets of video files.","<a href=""https://openalex.org/W3127443383"" target=""_blank"">OpenAlex</a>","Patrick C. Trettenbrein, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Hand Gesture Recognition Systems,Yes
Emiliano Zaccarella,2021.0,article,Psycholinguistic norms for more than 300 lexical signs in German Sign Language (DGS),"Sign language offers a unique perspective on the human faculty of language by illustrating that linguistic abilities are not bound to speech and writing. In studies of spoken and written language processing, lexical variables such as, for example, age of acquisition have been found to play an important role, but such information is not as yet available for German Sign Language (Deutsche Gebärdensprache, DGS). Here, we present a set of norms for frequency, age of acquisition, and iconicity for more than 300 lexical DGS signs, derived from subjective ratings by 32 deaf signers. We also provide additional norms for iconicity and transparency for the same set of signs derived from ratings by 30 hearing non-signers. In addition to empirical norming data, the dataset includes machine-readable information about a sign's correspondence in German and English, as well as annotations of lexico-semantic and phonological properties: one-handed vs. two-handed, place of articulation, most likely lexical class, animacy, verb type, (potential) homonymy, and potential dialectal variation. Finally, we include information about sign onset and offset for all stimulus clips from automated motion-tracking data. All norms, stimulus clips, data, as well as code used for analysis are made available through the Open Science Framework in the hope that they may prove to be useful to other researchers: https://doi.org/10.17605/OSF.IO/MZ8J4.","<a href=""https://openalex.org/W2980432777"" target=""_blank"">OpenAlex</a>","Patrick C. Trettenbrein, Nina-Kristin Pendzich, Jens-Michael Cramer, Markus Steinbach, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, University of Göttingen, University of Göttingen, University of Göttingen, Max Planck Institute for Human Cognitive and Brain Sciences",No,Hearing Impairment and Communication,Yes
Emiliano Zaccarella,2021.0,article,Dissociable contributions of frontal and temporal brain regions to basic semantic composition,"Semantic composition is the ability to combine single words to form complex meanings and is an essential component for successful communication. Evidence from neuroimaging studies suggests that semantic composition engages a widely distributed left-hemispheric network, including the anterior temporal lobe, the inferior frontal gyrus and the angular gyrus. To date, the functional relevance of these regions remains unclear. Here, we investigate the impact of lesions to key regions in the semantic network on basic semantic composition. We conducted a multivariate lesion-behaviour mapping study in 36 native German speaking participants with chronic lesions to the language network after left-hemispheric stroke. During the experiment, participants performed a plausibility judgement task on auditorily presented adjective-noun phrases that were either meaningful (‘anxious horse’), anomalous (‘anxious salad’) or had the noun replaced by a pseudoword (‘anxious gufel’), as well as a single-word control condition (‘horse’). We observed that reduced accuracy for anomalous phrases is associated with lesions in left anterior inferior frontal gyrus, whereas increased reaction times for anomalous phrases correlates with lesions in anterior-to-mid temporal lobe. These results indicate that anterior inferior frontal gyrus is relevant for accurate semantic decisions, while anterior-to-mid temporal lobe lesions lead to slowing of the decision for anomalous two-word phrases. These differential effects of lesion location support the notion that anterior inferior frontal gyrus affords executive control for decisions on semantic composition while anterior-to-mid temporal lobe lesions slow the semantic processing of the individual constituents of the phrase.","<a href=""https://openalex.org/W3175068393"" target=""_blank"">OpenAlex</a>","Astrid Graessner, Emiliano Zaccarella, Angela D. Friederici, Hellmuth Obrig, Gesa Hartwigsen",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2023.0,article,Testing the automaticity of syntax using masked visual priming,"Language comprehension proceeds at a very fast pace. It is argued that context influences the speed of language comprehension by providing informative cues. How syntactic contextual information influences the processing of incoming words is, however, less known. Here we employed a masked syntactic priming paradigm in four behavioural experiments in the German language to test whether masked primes automatically influence the categorisation of nouns and verbs. We found robust syntactic priming effects with masked primes but only when verbs were morpho-syntactically marked. Furthermore, we found that, compared to baseline, primes slow down target categorisation when the relationship between prime and target is syntactically incorrect, rather than speeding it up when the relationship is syntactically correct. This argues in favour of an inhibitory nature of syntactic priming. Overall, the data indicate that humans automatically extract syntactic features from the context to guide the analysis of incoming words during online language processing.","<a href=""https://openalex.org/W4319599221"" target=""_blank"">OpenAlex</a>","Elena Pyatigorskaya, Matteo Maran, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2023.0,preprint,Functional and Structural Brain Asymmetries in Sign Language Processing,"The capacity for language constitutes a cornerstone of human cognition and distinguishes our species from other animals. Research in the cognitive sciences has demonstrated that this capacity is not bound to speech but can also be externalized in the form of sign language. Sign languages are the naturally occurring languages of the deaf and rely on movements and configurations of hands, arms, face, and torso in space. This chapter reviews the functional and structural organisation of the neural substrates of sign language as identified by neuroimaging research over the past decades. Most aspects of sign language processing in adult deaf signers markedly mirror the well-known functional left-lateralization of spoken and written language. However, both hemispheres exhibit a certain equipotentiality for processing linguistic information and the right hemisphere seems to specifically support processing of some constructions unique to the signed modality. Crucially, the so-called “core language network” in the left hemisphere constitutes a functional and structural asymmetry in typically developed deaf and hearing populations alike: This network is (i) pivotal for processing complex syntax independent of the modality of language use, (ii) matures in accordance with a genetically determined biological matrix, and (iii) may have constituted an evolutionary prerequisite for the emergence of the human capacity for language.","<a href=""https://openalex.org/W4385320647"" target=""_blank"">OpenAlex</a>","Patrick C. Trettenbrein, Emiliano Zaccarella, Angela D. Friederici",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, University of Göttingen, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Hearing Impairment and Communication,Yes
Emiliano Zaccarella,2023.0,review,Cleaning up the Brickyard: How Theory and Methodology Shape Experiments in Cognitive Neuroscience of Language,"The capacity for language is a defining property of our species, yet despite decades of research, evidence on its neural basis is still mixed and a generalized consensus is difficult to achieve. We suggest that this is partly caused by researchers defining “language” in different ways, with focus on a wide range of phenomena, properties, and levels of investigation. Accordingly, there is very little agreement among cognitive neuroscientists of language on the operationalization of fundamental concepts to be investigated in neuroscientific experiments. Here, we review chains of derivation in the cognitive neuroscience of language, focusing on how the hypothesis under consideration is defined by a combination of theoretical and methodological assumptions. We first attempt to disentangle the complex relationship between linguistics, psychology, and neuroscience in the field. Next, we focus on how conclusions that can be drawn from any experiment are inherently constrained by auxiliary assumptions, both theoretical and methodological, on which the validity of conclusions drawn rests. These issues are discussed in the context of classical experimental manipulations as well as study designs that employ novel approaches such as naturalistic stimuli and computational modeling. We conclude by proposing that a highly interdisciplinary field such as the cognitive neuroscience of language requires researchers to form explicit statements concerning the theoretical definitions, methodological choices, and other constraining factors involved in their work.","<a href=""https://openalex.org/W4386763304"" target=""_blank"">OpenAlex</a>","Constantijn L. van der Burght, Angela D. Friederici, Matteo Maran, Giorgio Papitto, Elena Pyatigorskaya, Joëlle A. M. Schroën, Patrick C. Trettenbrein, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Psycholinguistics, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, University of Göttingen, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2023.0,article,Three conceptual clarifications about syntax and the brain,"Linguistic theories offer empirical hypotheses about the architecture of human language, which provide the basis for neurobiological investigations into the study of language use. Unfortunately, progress in linking the two fields of inquiry is hampered because core concepts and ideas from linguistics are not seldom misunderstood, making them controversial and seemingly irrelevant to the neurobiology of language. Here we identify three such proposals: the distinction between competence and performance, the autonomy of syntax, and the abstract nature of syntactic representations. In our view, confusion about these concepts stems from the fact that they are interpreted at a level of analysis different from the level at which they were originally described. We clarify the intended interpretation of these concepts and discuss how they might be contextualized in the cognitive neuroscience of language. By doing so, the discussion about the integration of linguistics and neurobiology of language can move toward a fruitful exploration of linking hypotheses within a multi-level theory of syntax in the brain.","<a href=""https://openalex.org/W4388125455"" target=""_blank"">OpenAlex</a>","Cas W. Coopmans, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Radboud University Nijmegen, Max Planck Institute for Psycholinguistics, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2024.0,article,Distinct neural mechanisms for action access and execution in the human brain: insights from an fMRI study,"Goal-directed actions are fundamental to human behavior, whereby inner goals are achieved through mapping action representations to motor outputs. The left premotor cortex (BA6) and the posterior portion of Broca’s area (BA44) are two modulatory poles of the action system. However, how these regions support the representation-output mapping within the system is not yet understood. To address this, we conducted a finger-tapping functional magnetic resonance imaging experiment using action categories ranging from specific to general. Our study found distinct neural behaviors in BA44 and BA6 during action category processing and motor execution. During access of action categories, activity in a posterior portion of BA44 (pBA44) decreased linearly as action categories became less specific. Conversely, during motor execution, activity in BA6 increased linearly with less specific categories. These findings highlight the differential roles of pBA44 and BA6 in action processing. We suggest that pBA44 facilitates access to action categories by utilizing motor information from the behavioral context while the premotor cortex integrates motor information to execute the selected action. This finding enhances our understanding of the interplay between prefrontal cortical regions and premotor cortex in mapping action representation to motor execution and, more in general, of the cortical mechanisms underlying human behavior.","<a href=""https://openalex.org/W4394870025"" target=""_blank"">OpenAlex</a>","Giorgio Papitto, Angela D. Friederici, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Action Observation and Synchronization,Yes
Emiliano Zaccarella,2024.0,editorial,"Editorial: Syntax, the brain, and linguistic theory: a critical reassessment","Citation: Matchin W, Mancini S, Li J and Zaccarella E (2024) Editorial: Syntax, the brain, and linguistic theory: a critical reassessment. Front. Lang. Sci. 3:1441948. doi: 10.3389/flang.2024.1441948","<a href=""https://openalex.org/W4400429978"" target=""_blank"">OpenAlex</a>","William Matchin, Simona Mancini, Jixing Li, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"University of South Carolina, Basque Center on Cognition, Brain and Language, Ikerbasque, City University of Hong Kong, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2024.0,preprint,Modality-Independent Core Brain Network for Language as Proved by Sign Language,"The human brain has the capacity to automatically compute the grammatical relations ofwords in sentences, be they spoken or written. This species-specific ability for syntax lies atthe core of our capacity for language and is primarily subserved by a left-hemispheric fronto-temporal network consisting of the posterior inferior frontal gyrus (pIFG), as well as theposterior middle temporal gyrus and superior temporal sulcus (pMTG/STS). To date, itremains unclear whether this core network for syntactic processing identified for spoken andwritten language in hearing people also holds for the processing of the grammatical structureof a natural sign language in deaf people. Using functional magnetic resonance imaging, asign language paradigm that systematically varied the presence of syntactic and lexical-semantic information, and meta-analytically defined functional regions-of-interests derivedfrom a large dataset of syntactic processing in hearing non-signers, we demonstrate that deafnative signers of German Sign Language (DGS) also recruit left pIFG and pMTG/STS forcomputing grammatical relations in sign language—indicating the universality of the corelanguage network. These findings suggest that the human brain evolved a dedicated neuralnetwork for processing the grammatical structure of natural languages independent oflanguage modality, which flexibly interacts with different externalization systems dependingon the modality of language use.","<a href=""https://openalex.org/W4405394073"" target=""_blank"">OpenAlex</a>","Patrick C. Trettenbrein, Nina-Kristin Meister, Ksenija Slivac, Thomas A. Finkbeiner, Markus Steinbach, Angela D. Friederici, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,,No,Hearing Impairment and Communication,Yes
Emiliano Zaccarella,2024.0,preprint,Detection of Extraneous Visual Signals Does Not Reveal the Syntactic Structure of German Sign Language (DGS),"Sentences are not just mere strings of words or signs but manifest a complex internal structure. Linguistic research has demonstrated that sign languages and spoken languages both exhibit hierarchical constituent structure which determines how individual elements in a sentence relate to each other. Here, we report the first adaptation of the psycholinguistic “click” paradigm, which aims to demonstrate the relevance of hierarchical constituent structure during auditory language processing, to the visuo-spatial modality of sign languages. We performed two independent online experiments: The main experiment with a group of 53 deaf signers using German Sign Language (DGS) as their primary means of communication and a control experiment with a group of 53 hearing non-signers. Both groups were shown videos of syntactically complex sentences in DGS. A white flash (mimicking the “click” in the auditory domain) to which participants had to respond could occur as an overlay to the video at different levels in the constituent structure. Our pre- registered inferential analyses yielded no effect for our syntactic manipulations, neither in the group of signers nor in the group of non-signers. Additional exploratory analyses suggest general effects of attention during the processing of communicative signals, as even the group of non-signers’ behaviour was influenced by non-manual cues despite their lack of knowledge of DGS. We conclude that the simultaneous and time-shifted presence of different syntax-relevant cues (i.e., hands, mouthings, and non-manuals) makes the sign stream robust against disruption by extraneous visual signals and argue that non-signers attend to some non-manual cues due to their resemblance of communicative gestures.","<a href=""https://openalex.org/W4392003055"" target=""_blank"">OpenAlex</a>","Patrick C. Trettenbrein, Matteo Maran, Jan Pohl, Thomas A. Finkbeiner, Emiliano Zaccarella, Angela D. Friederici, Markus Steinbach, Nina-Kristin Meister",MPI for Human Cognitive & Brain Sciences Leipzig,"University of Göttingen, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Radboud University Nijmegen, Max Planck Institute for Human Cognitive and Brain Sciences, University of Potsdam, University of Göttingen, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, University of Göttingen, University of Göttingen",No,Hearing Impairment and Communication,Yes
Emiliano Zaccarella,2021.0,preprint,Chimpanzees use numerous flexible vocal sequences with more than two vocal units: A step towards language?,"A major question in evolutionary science is how did language evolve? Syntax, as the core of language, combines meaning-bearing units (words) into hierarchical structures, thereby creating new meanings. Some other mammals and birds combine meaning-bearing vocalisations, but no documented examples exist of non-human animals combining more than two meaning-bearing vocalisations. Was the two-unit threshold only surpassed in the hominid lineage? Here, we examine the positional patterning of vocal sequences of chimpanzees. We analysed 4826 vocal utterances of 46 wild adult female and male chimpanzees. We found a flexible system with 390 multi-unit vocal sequences, some showing positional or transitional regularities. Two-unit pairs embedded in three-unit sequences predictably occurred either in head or tail positions, and co-occurred with specific other elements. The capacity to organise vocal output beyond the two-unit level may thus exist in species other than humans and could be viewed as an important evolutionary step towards language.","<a href=""https://openalex.org/W3128580482"" target=""_blank"">OpenAlex</a>","Cédric Girard‐Buttoz, Emiliano Zaccarella, Tatiana Bortolato, Angela D. Friederici, Roman M. Wittig, Catherine Crockford",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Evolutionary Anthropology, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Evolutionary Anthropology, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Evolutionary Anthropology, Max Planck Institute for Evolutionary Anthropology, Institut des Sciences Cognitives, Centre National de la Recherche Scientifique",No,Animal Vocal Communication and Behavior,Yes
Emiliano Zaccarella,2022.0,article,Neural classification maps for distinct word combinations in Broca’s area,"Humans are equipped with the remarkable ability to comprehend an infinite number of utterances. Relations between grammatical categories restrict the way words combine into phrases and sentences. How the brain recognizes different word combinations remains largely unknown, although this is a necessary condition for combinatorial unboundedness in language. Here, we used functional magnetic resonance imaging and multivariate pattern analysis to explore whether distinct neural populations of a known language network hub—Broca’s area—are specialized for recognizing distinct simple word combinations. The phrases consisted of a noun (flag) occurring either with a content word, an adjective (green flag), or with a function word, a determiner (that flag). The key result is that the distribution of neural populations classifying word combination in Broca’s area seems sensitive to neuroanatomical subdivisions within this area, irrespective of task. The information patterns for adjective + noun were localized in its anterior part (BA45) whereas those for determiner + noun were localized in its posterior part (BA44). Our findings provide preliminary answers to the fundamental question of how lexical and grammatical category information interact during simple word combination, with the observation that Broca’s area is sensitive to the recognition of categorical relationships during combinatory processing, based on different demands placed on syntactic and semantic information. This supports the hypothesis that the combinatorial power of language consists of some neural computation capturing phrasal differences when processing linguistic input.","<a href=""https://openalex.org/W4308414794"" target=""_blank"">OpenAlex</a>","Marianne Schell, Angela D. Friederici, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"University Hospital Heidelberg, Heidelberg University, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2022.0,preprint,Cleaning up the Brickyard: How Theory and Methodology Shape Experiments in Cognitive Neuroscience of Language,"The capacity for language is a defining property of our species, yet despite decades of research evidence on its neural basis is still mixed and a generalized consensus is difficult to achieve. We suggest that this is partly caused by researchers defining “language” in different ways, with focus on a wide range of phenomena, properties, and levels of investigation. Accordingly, there is very little agreement amongst cognitive neuroscientists of language on the operationalization of fundamental concepts to be investigated in neuroscientific experiments. Here, we review chains of derivation in the cognitive neuroscience of language, focusing on how the hypothesis under consideration is defined by a combination of theoretical and methodological assumptions. We first attempt to disentangle the complex relationship between linguistics, psychology, and neuroscience in the field. Next, we focus on how conclusions that can be drawn from any experiment are inherently constrained by auxiliary assumptions, both theoretical and methodological, on which the validity of conclusions drawn rests. These issues are discussed in the context of classical experimental manipulations as well as study designs that employ novel approaches such as naturalistic stimuli and computational modelling. We conclude by proposing that a highly interdisciplinary field such as the cognitive neuroscience of language requires researchers to form explicit statements concerning the theoretical definitions, methodological choices, and other constraining factors involved in their work.","<a href=""https://openalex.org/W4312089120"" target=""_blank"">OpenAlex</a>","Constantijn L. van der Burght, Angela D. Friederici, Matteo Maran, Giorgio Papitto, Elena Pyatigorskaya, Joëlle A. M. Schroën, Patrick C. Trettenbrein, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Psycholinguistics, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, University of Göttingen, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2019.0,preprint,The topographical organization of motor processing: An ALE meta-analysis on six action domains and the relevance of Broca’s region,"ion is a cover term used to refer to a large set of motor processes differing in domain specificities (e.g. execution or observation). Here we review neuroimaging evidence on action processing (N = 416; Subjects = 5912) using quantitative Activation Likelihood Estimation (ALE) and Meta-Analytic Connectivity Modelling (MACM) approaches to delineate the functional specificities of six domains: (1) Action Execution, (2) Action Imitation, (3) Motor Imagery, (4) Action Observation, (5) Motor Learning, (6) Motor Preparation. Our results show distinct functional patterns for the different domains with convergence in posterior BA44 (pBA44) for execution, imitation and imagery processing. The functional connectivity network seeding in the motor-based localized cluster of pBA44 differs from the connectivity network seeding in the (language-related) anterior BA44. The two networks implement distinct cognitive functions. We propose that the motor-related network encompassing pBA44 is recruited when processing movements requiring a mental representation of the action itself.","<a href=""https://openalex.org/W4254583235"" target=""_blank"">OpenAlex</a>","Giorgio Papitto, Angela D. Friederici, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Action Observation and Synchronization,Yes
Emiliano Zaccarella,2023.0,editorial,Editorial: The evolution of the brain hardware for language,"EDITORIAL article Front. Psychol., 01 November 2023Sec. Psychology of Language Volume 14 - 2023 | https://doi.org/10.3389/fpsyg.2023.1323737","<a href=""https://openalex.org/W4388126195"" target=""_blank"">OpenAlex</a>","Antonio Benítez‐Burraco, Emiliano Zaccarella, Elliot Murphy",MPI for Human Cognitive & Brain Sciences Leipzig,"Universidad de Sevilla, Max Planck Institute for Human Cognitive and Brain Sciences, The University of Texas Health Science Center at Houston",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2021.0,preprint,Towards a causal role of Broca’s area in language: A TMS-EEG study on syntactic prediction,"BSTRACT Categorical predictions have been proposed as the key mechanism supporting the fast pace of syntactic composition in human language. Accordingly, grammar-based expectations facilitate the analysis of incoming syntactic information—e.g., hearing the determiner “the” enhances the prediction of a noun—which is then checked against a single or few other word categories. Previous functional neuroimaging studies point towards Broca’s area in the left inferior frontal gyrus (IFG) as one fundamental cortical region involved in categorical prediction during on-line language processing. Causal evidence for this hypothesis is however still missing. In this study, we combined Electroencephalography (EEG) and Transcranial Magnetic Stimulation (TMS) to test whether Broca’s area is functionally relevant in predictive mechanisms for language. Specifically, we transiently perturbed Broca’s area during the categorical prediction phase in two-word constructions, while simultaneously measuring the Event-Related Potential (ERP) correlates of syntactic composition. We reasoned that if Broca’s area is involved in predictive mechanisms for syntax, disruptive TMS during the processing of the first word (determiner/pronoun) would mitigate the difference in ERP responses for predicted and unpredicted categories when composing basic phrases and sentences. Contrary to our hypothesis, perturbation of Broca’s area at the predictive stage did not affect the ERP correlates of basic composition. The correlation strength between the electrical field induced by TMS and the magnitude of the EEG response on the scalp further confirmed this pattern. We discuss the present results in light of an alternative account of the role of Broca’s area in syntactic composition, namely the bottom-up integration of words into constituents.","<a href=""https://openalex.org/W3156563521"" target=""_blank"">OpenAlex</a>","Matteo Maran, Ole Numssen, Gesa Hartwigsen, Angela D. Friederici, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
Emiliano Zaccarella,2021.0,preprint,Testing the automaticity of syntax using masked visual priming,"Language comprehension proceeds at a very fast pace. It is argued that context influences the speed of language comprehension by providing informative cues. How syntactic contextual information influences the processing of incoming words is, however, less known. Here we employed a masked syntactic priming paradigm in four behavioural experiments in the German language to test whether masked primes automatically influence the categorisation of nouns and verbs. We found robust syntactic priming effects with masked primes but only when verbs were morpho-syntactically marked. Furthermore, we found that, compared to baseline, primes slow down target categorisation when the relationship between prime and target is syntactically incorrect, rather than speeding it up when the relationship is syntactically correct. This argues in favour of an inhibitory nature of syntactic priming. Overall, the data indicate that humans automatically extract syntactic features from the context to guide the analysis of incoming words during online language processing.","<a href=""https://openalex.org/W4200061099"" target=""_blank"">OpenAlex</a>","Elena Pyatigorskaya, Matteo Maran, Emiliano Zaccarella",MPI for Human Cognitive & Brain Sciences Leipzig,"Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences, Max Planck Institute for Human Cognitive and Brain Sciences",No,Neurobiology of Language and Bilingualism,Yes
