Researcher_A,Researcher_B,Shared_synergies_count,Shared_synergies
Sotaro Kita,Volker Gast,1,bayesian statistics
Sotaro Kita,Šárka Kadavá,1,data analysis methods
Stefan Hinterwimmer,Cornelia Loos,4,cognitive mechanisms; iconicity; pragmatics; syntax-semantics interface
Stefan Hinterwimmer,Ingmar Brilmayer,4,iconicity; neurobiology of language; pragmatics; semantics
Stefan Hinterwimmer,Jonas Hartke,4,cognitive science; pragmatics; semantics; social science
Stefan Hinterwimmer,Philippe Schlenker,4,cognitive science; pragmatics; semantics; syntax
Stefan Hinterwimmer,Josiah Nii Ashie Neequaye,3,linguistic comparison; linguistic perception; linguistic theory
Stefan Hinterwimmer,Mailin Ines Antomo,3,pragmatics; semantics; syntax
Stefan Hinterwimmer,Nadine Bade,3,cognitive science; neurobiology of language; syntax-semantics interface
Stefan Hinterwimmer,Nina-Kristin Meister,3,cognitive science; semantics; social interaction
Stefan Hinterwimmer,Valentina Colasanti,3,cognitive science; semantics; syntax
Stefan Hinterwimmer,Aleksandra Ćwiek,2,cognitive science; iconicity
Stefan Hinterwimmer,Anastasia Bauer,2,cognitive science; social science
Stefan Hinterwimmer,Carly A. Anderson,2,iconicity; social communication
Stefan Hinterwimmer,Federica Amici,2,cognitive mechanisms; social interaction
Stefan Hinterwimmer,Jens Lemanski,2,cognitive science; social science
Stefan Hinterwimmer,Katja Liebal,2,cognitive mechanisms; social communication
Stefan Hinterwimmer,Lea Fricke,2,pragmatics; semantics
Stefan Hinterwimmer,Marion Bonnet,2,cognitive science; syntax
Stefan Hinterwimmer,Markus Steinbach,2,cognitive science; psycholinguistic research
Stefan Hinterwimmer,Oliver Herbort,2,iconicity; social communication
Stefan Hinterwimmer,Pamela Perniss,2,cognitive mechanisms; language perception
Stefan Hinterwimmer,Patrick Georg Grosz,2,cognitive science; social science
Stefan Hinterwimmer,Patrick Trettenbrein,2,neurobiology of language; syntax
Stefan Hinterwimmer,Sebastian Walter,2,cognitive science; semantics
Stefan Hinterwimmer,Silva Ladewig,2,iconicity; pragmatics
Stefan Hinterwimmer,Tatjana Scheffler,2,cognitive science; social science
Stefan Hinterwimmer,Vanessa Wing Yan Tsang,2,cognitive science; linguistic theory
Stefan Hinterwimmer,Vinicius Macuch,2,communication strategies; neurobiology of language
Stefan Hinterwimmer,Wim Pouw,2,cognitive science; communication strategies
Stefan Hinterwimmer,Alexander Mehler,1,cognitive science
Stefan Hinterwimmer,Andy Lücking,1,cognitive science
Stefan Hinterwimmer,Babajide Owoyele,1,social science
Stefan Hinterwimmer,Chiara Zulberti,1,cognitive mechanisms
Stefan Hinterwimmer,Cornelia Ebert,1,semantics
Stefan Hinterwimmer,Door Spruijt,1,cognitive science
Stefan Hinterwimmer,Emiliano Zaccarella,1,neurobiology of language
Stefan Hinterwimmer,Frank Kügler,1,cognitive science
Stefan Hinterwimmer,Jana Bressem,1,pragmatics
Stefan Hinterwimmer,Kathryn Barnes,1,semantics
Stefan Hinterwimmer,Liona Paulus,1,conditionals
Stefan Hinterwimmer,Marianthi Koraka,1,syntax
Stefan Hinterwimmer,Martin Schulte-Rüther,1,social communication
Stefan Hinterwimmer,Matteo Maran,1,neurobiology of language
Stefan Hinterwimmer,Petra Schumacher,1,iconicity
Stefan Hinterwimmer,Pia Gehlbach,1,cognitive science
Stefan Hinterwimmer,Stefan R. Schweinberger,1,cognitive science
Stefan Hinterwimmer,Susanne Fuchs,1,neurobiology of language
Stefan Hinterwimmer,Thomas Finkbeiner,1,semantics
Stefan Hinterwimmer,Vera Wolfrum,1,social communication
Stefan Hinterwimmer,Volker Gast,1,cognitive science
Stefan Hinterwimmer,Šárka Kadavá,1,cognitive science
Stefan R. Schweinberger,Aleksandra Ćwiek,3,cognitive science; data analysis methods; research methods
Stefan R. Schweinberger,Celina Isabelle von Eiff,3,cognitive function; social neuroscience; socio-emotional communication
Stefan R. Schweinberger,Door Spruijt,3,cognitive science; research findings; research impact
Stefan R. Schweinberger,Federica Amici,3,experimental design; experimental paradigms; experimental procedures
Stefan R. Schweinberger,Jonas Hartke,3,cognitive science; data analysis methods; research methods
Stefan R. Schweinberger,Marion Bonnet,3,cognitive science; data analysis methods; research themes
Stefan R. Schweinberger,Markus Steinbach,3,cognitive science; data analysis methods; data collection
Stefan R. Schweinberger,Nina-Kristin Meister,3,cognitive science; data analysis methods; social neuroscience
Stefan R. Schweinberger,Pamela Perniss,3,data analysis methods; experimental design; research themes
Stefan R. Schweinberger,Babajide Owoyele,2,data analysis methods; research methods
Stefan R. Schweinberger,Frank Kügler,2,cognitive science; data analysis methods
Stefan R. Schweinberger,Ingmar Brilmayer,2,experimental design; research themes
Stefan R. Schweinberger,Katja Liebal,2,data analysis methods; evolutionary psychology
Stefan R. Schweinberger,Liona Paulus,2,data collection; data evaluation
Stefan R. Schweinberger,Nadine Bade,2,cognitive science; data analysis methods
Stefan R. Schweinberger,Sebastian Walter,2,cognitive science; data analysis methods
Stefan R. Schweinberger,Vinicius Macuch,2,data analysis methods; data collection
Stefan R. Schweinberger,Volker Gast,2,cognitive science; data interpretation
Stefan R. Schweinberger,Šárka Kadavá,2,cognitive science; data analysis methods
Stefan R. Schweinberger,Alexander Mehler,1,cognitive science
Stefan R. Schweinberger,Anastasia Bauer,1,cognitive science
Stefan R. Schweinberger,Andy Lücking,1,cognitive science
Stefan R. Schweinberger,Camila Antonio Barros,1,experimental paradigms
Stefan R. Schweinberger,Carina Lüke,1,research themes
Stefan R. Schweinberger,Carly A. Anderson,1,data analysis methods
Stefan R. Schweinberger,Jens Lemanski,1,cognitive science
Stefan R. Schweinberger,Kathryn Barnes,1,research themes
Stefan R. Schweinberger,Linda Oña,1,data analysis methods
Stefan R. Schweinberger,Matteo Maran,1,data analysis methods
Stefan R. Schweinberger,Natalia Filatkina,1,data interpretation
Stefan R. Schweinberger,Patrick Georg Grosz,1,cognitive science
Stefan R. Schweinberger,Petra Schumacher,1,data analysis methods
Stefan R. Schweinberger,Philippe Schlenker,1,cognitive science
Stefan R. Schweinberger,Pia Gehlbach,1,cognitive science
Stefan R. Schweinberger,Sotaro Kita,1,data analysis methods
Stefan R. Schweinberger,Stefan Hinterwimmer,1,cognitive science
Stefan R. Schweinberger,Tatjana Scheffler,1,cognitive science
Stefan R. Schweinberger,Thomas Finkbeiner,1,data analysis methods
Stefan R. Schweinberger,Valentina Colasanti,1,cognitive science
Stefan R. Schweinberger,Vanessa Wing Yan Tsang,1,cognitive science
Stefan R. Schweinberger,Wim Pouw,1,cognitive science
Susan Goldin-Meadow,Sotaro Kita,7,gesture analysis; gesture and communication; gesture and memory; gesture facilitation; gesture perception; gesture production; gesture recognition
Susan Goldin-Meadow,Pamela Perniss,6,cognitive development; embodied cognition; gesture analysis; gesture production; gesture semantics; multimodal communication
Susan Goldin-Meadow,Nina-Kristin Meister,5,embodied cognition; gesture analysis; mri; multimodal communication; nonverbal communication
Susan Goldin-Meadow,Patrick Trettenbrein,5,bayesian stats; cognitive neuroscience; eeg; mri; multimodal communication
Susan Goldin-Meadow,Silva Ladewig,5,bayesian stats; eeg; gesture analysis; mri; multimodal communication
Susan Goldin-Meadow,Aleksandra Ćwiek,4,data analysis techniques; eeg; mri; multimodal communication
Susan Goldin-Meadow,Jana Bressem,4,bayesian stats; eeg; mri; multimodal communication
Susan Goldin-Meadow,Marion Bonnet,4,bayesian stats; eeg; mri; multimodal communication
Susan Goldin-Meadow,Martin Schulte-Rüther,4,bayesian stats; cognitive neuroscience; eye tracking; nonverbal communication
Susan Goldin-Meadow,Oliver Herbort,4,bayesian stats; eeg; mri; multimodal communication
Susan Goldin-Meadow,Paula G. Sánchez Ramón,4,bayesian stats; language disorders; mri; multimodal communication
Susan Goldin-Meadow,Anna Kuder,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Carly A. Anderson,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Celina Isabelle von Eiff,3,cognitive neuroscience; multimodal communication; nonverbal communication
Susan Goldin-Meadow,Cornelia Ebert,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Cornelia Loos,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Frank Kügler,3,eeg; mri; multimodal communication
Susan Goldin-Meadow,Lea Fricke,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Linda Oña,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Lisa-Marie Krause,3,eye tracking; gesture processing; gesture recognition
Susan Goldin-Meadow,Marianthi Koraka,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Matteo Maran,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Sebastian Walter,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Wim Pouw,3,bayesian stats; embodied cognition; multimodal communication
Susan Goldin-Meadow,Yuqiu Chen,3,bayesian stats; eeg; mri
Susan Goldin-Meadow,Carina Lüke,2,language disorders; multimodal communication
Susan Goldin-Meadow,Emiliano Zaccarella,2,cognitive neuroscience; eeg
Susan Goldin-Meadow,Jens Lemanski,2,bayesian stats; eeg
Susan Goldin-Meadow,Katja Liebal,2,cognitive neuroscience; mri
Susan Goldin-Meadow,Markus Steinbach,2,bayesian stats; eeg
Susan Goldin-Meadow,Patrick Georg Grosz,2,eeg; mri
Susan Goldin-Meadow,Petra Schumacher,2,mri; multimodal communication
Susan Goldin-Meadow,Philippe Schlenker,2,bayesian stats; mri
Susan Goldin-Meadow,Sarah Schwarzenberg,2,eeg; mri
Susan Goldin-Meadow,Thomas Finkbeiner,2,eeg; mri
Susan Goldin-Meadow,Alexander Henlein,1,mri
Susan Goldin-Meadow,Alexander Mehler,1,bayesian stats
Susan Goldin-Meadow,Alina Gregori,1,multimodal communication
Susan Goldin-Meadow,Andy Lücking,1,multimodal communication
Susan Goldin-Meadow,Babajide Owoyele,1,topic modeling
Susan Goldin-Meadow,Ingmar Brilmayer,1,bayesian stats
Susan Goldin-Meadow,Kathryn Barnes,1,bayesian stats
Susan Goldin-Meadow,Mailin Ines Antomo,1,mri
Susan Goldin-Meadow,Nadine Bade,1,bayesian stats
Susan Goldin-Meadow,Natalia Filatkina,1,mri
Susan Goldin-Meadow,Pia Gehlbach,1,eeg
Susan Goldin-Meadow,Pilar Prieto,1,multimodal communication
Susan Goldin-Meadow,Reetu Bhattacharjee,1,multimodal communication
Susan Goldin-Meadow,Rui Liu,1,eye tracking
Susan Goldin-Meadow,Susanne Fuchs,1,multimodal communication
Susan Goldin-Meadow,Valentina Colasanti,1,gesture integration
Susan Goldin-Meadow,Vanessa Wing Yan Tsang,1,gesture analysis
Susan Goldin-Meadow,Vinicius Macuch,1,multimodal communication
Susan Goldin-Meadow,Volker Gast,1,mri
Susanne Fuchs,Aleksandra Ćwiek,3,language evolution; language families; multimodal communication
Susanne Fuchs,Vinicius Macuch,3,language evolution; multimodal communication; neurobiology of language
Susanne Fuchs,Ingmar Brilmayer,2,language evolution; neurobiology of language
Susanne Fuchs,Patrick Trettenbrein,2,multimodal communication; neurobiology of language
Susanne Fuchs,Alexander Mehler,1,language evolution
Susanne Fuchs,Alina Gregori,1,multimodal communication
Susanne Fuchs,Andy Lücking,1,multimodal communication
Susanne Fuchs,Carina Lüke,1,multimodal communication
Susanne Fuchs,Celina Isabelle von Eiff,1,multimodal communication
Susanne Fuchs,Door Spruijt,1,language evolution
Susanne Fuchs,Emiliano Zaccarella,1,neurobiology of language
Susanne Fuchs,Frank Kügler,1,multimodal communication
Susanne Fuchs,Jana Bressem,1,multimodal communication
Susanne Fuchs,Katja Liebal,1,language evolution
Susanne Fuchs,Marion Bonnet,1,multimodal communication
Susanne Fuchs,Matteo Maran,1,neurobiology of language
Susanne Fuchs,Nadine Bade,1,neurobiology of language
Susanne Fuchs,Nina-Kristin Meister,1,multimodal communication
Susanne Fuchs,Oliver Herbort,1,multimodal communication
Susanne Fuchs,Pamela Perniss,1,multimodal communication
Susanne Fuchs,Paula G. Sánchez Ramón,1,multimodal communication
Susanne Fuchs,Petra Schumacher,1,multimodal communication
Susanne Fuchs,Pilar Prieto,1,multimodal communication
Susanne Fuchs,Reetu Bhattacharjee,1,multimodal communication
Susanne Fuchs,Silva Ladewig,1,multimodal communication
Susanne Fuchs,Stefan Hinterwimmer,1,neurobiology of language
Susanne Fuchs,Susan Goldin-Meadow,1,multimodal communication
Susanne Fuchs,Vera Wolfrum,1,speech disorders
Susanne Fuchs,Wim Pouw,1,multimodal communication
Tatjana Scheffler,Anastasia Bauer,2,cognitive science; social science
Tatjana Scheffler,Jens Lemanski,2,cognitive science; social science
Tatjana Scheffler,Jonas Hartke,2,cognitive science; social science
Tatjana Scheffler,Patrick Georg Grosz,2,cognitive science; social science
Tatjana Scheffler,Stefan Hinterwimmer,2,cognitive science; social science
Tatjana Scheffler,Volker Gast,2,cognitive science; corpus analysis
Tatjana Scheffler,Aleksandra Ćwiek,1,cognitive science
Tatjana Scheffler,Alexander Henlein,1,natural language processing techniques
Tatjana Scheffler,Alexander Mehler,1,cognitive science
Tatjana Scheffler,Andy Lücking,1,cognitive science
Tatjana Scheffler,Babajide Owoyele,1,social science
Tatjana Scheffler,Camila Antonio Barros,1,corpus analysis
Tatjana Scheffler,Door Spruijt,1,cognitive science
Tatjana Scheffler,Frank Kügler,1,cognitive science
Tatjana Scheffler,Ingmar Brilmayer,1,natural language processing techniques
Tatjana Scheffler,Jana Bressem,1,corpus analysis
Tatjana Scheffler,Marion Bonnet,1,cognitive science
Tatjana Scheffler,Markus Steinbach,1,cognitive science
Tatjana Scheffler,Nadine Bade,1,cognitive science
Tatjana Scheffler,Natalia Filatkina,1,lexicon expansion
Tatjana Scheffler,Nina-Kristin Meister,1,cognitive science
Tatjana Scheffler,Philippe Schlenker,1,cognitive science
Tatjana Scheffler,Pia Gehlbach,1,cognitive science
Tatjana Scheffler,Sebastian Walter,1,cognitive science
Tatjana Scheffler,Stefan R. Schweinberger,1,cognitive science
Tatjana Scheffler,Valentina Colasanti,1,cognitive science
Tatjana Scheffler,Vanessa Wing Yan Tsang,1,cognitive science
Tatjana Scheffler,Vinicius Macuch,1,corpus analysis
Tatjana Scheffler,Wim Pouw,1,cognitive science
Tatjana Scheffler,Šárka Kadavá,1,cognitive science
Thomas Finkbeiner,Anna Kuder,6,eeg; iconicity; linear mixed-effects models; motor theory; mri; prosodic prominence
Thomas Finkbeiner,Lea Fricke,6,eeg; iconicity; linear mixed-effects models; mri; prosodic prominence; semantics
Thomas Finkbeiner,Yuqiu Chen,6,eeg; iconicity; linear mixed-effects models; motor theory; mri; prosodic prominence
Thomas Finkbeiner,Cornelia Ebert,5,eeg; iconicity; linear mixed-effects models; mri; semantics
Thomas Finkbeiner,Marianthi Koraka,5,eeg; iconicity; linear mixed-effects models; motor theory; mri
Thomas Finkbeiner,Marion Bonnet,5,data analysis methods; eeg; iconicity; linear mixed-effects models; mri
Thomas Finkbeiner,Nina-Kristin Meister,5,data analysis methods; deaf studies; iconicity; mri; semantics
Thomas Finkbeiner,Sarah Schwarzenberg,5,eeg; iconicity; linear mixed-effects models; motor theory; mri
Thomas Finkbeiner,Sebastian Walter,5,data analysis methods; eeg; linear mixed-effects models; mri; semantics
Thomas Finkbeiner,Aleksandra Ćwiek,4,data analysis methods; eeg; linear mixed-effects models; mri
Thomas Finkbeiner,Carly A. Anderson,4,data analysis methods; deaf communities; eeg; mri
Thomas Finkbeiner,Frank Kügler,4,data analysis methods; eeg; linear mixed-effects models; mri
Thomas Finkbeiner,Linda Oña,4,data analysis methods; eeg; linear mixed-effects models; mri
Thomas Finkbeiner,Markus Steinbach,4,data analysis methods; deaf communities; eeg; linear mixed-effects models
Thomas Finkbeiner,Matteo Maran,4,data analysis methods; eeg; linear mixed-effects models; mri
Thomas Finkbeiner,Patrick Georg Grosz,4,eeg; linear mixed-effects models; mri; prosodic prominence
Thomas Finkbeiner,Annika Herrmann,3,iconicity; linear mixed-effects models; motor theory
Thomas Finkbeiner,Cornelia Loos,3,eeg; linear mixed-effects models; mri
Thomas Finkbeiner,Ingmar Brilmayer,3,iconicity; linear mixed-effects models; semantics
Thomas Finkbeiner,Kathryn Barnes,3,iconicity; linear mixed-effects models; semantics
Thomas Finkbeiner,Katja Liebal,3,data analysis methods; linear mixed-effects models; mri
Thomas Finkbeiner,Liona Paulus,3,deaf culture; deaf education; iconicity
Thomas Finkbeiner,Mailin Ines Antomo,3,linear mixed-effects models; mri; semantics
Thomas Finkbeiner,Oliver Herbort,3,eeg; linear mixed-effects models; mri
Thomas Finkbeiner,Pamela Perniss,3,data analysis methods; deaf studies; linear mixed-effects models
Thomas Finkbeiner,Patrick Trettenbrein,3,eeg; linear mixed-effects models; mri
Thomas Finkbeiner,Petra Schumacher,3,data analysis methods; linear mixed-effects models; mri
Thomas Finkbeiner,Philippe Schlenker,3,linear mixed-effects models; mri; semantics
Thomas Finkbeiner,Pia Gehlbach,3,eeg; german sign language (dgs); motor theory
Thomas Finkbeiner,Pilar Prieto,3,iconicity; linear mixed-effects models; motor theory
Thomas Finkbeiner,Silva Ladewig,3,eeg; linear mixed-effects models; mri
Thomas Finkbeiner,Vinicius Macuch,3,data analysis methods; iconicity; linear mixed-effects models
Thomas Finkbeiner,Šárka Kadavá,3,data analysis methods; iconicity; motor theory
Thomas Finkbeiner,Babajide Owoyele,2,data analysis methods; linear mixed-effects models
Thomas Finkbeiner,Emiliano Zaccarella,2,eeg; linear mixed-effects models
Thomas Finkbeiner,Jana Bressem,2,eeg; mri
Thomas Finkbeiner,Jens Lemanski,2,eeg; linear mixed-effects models
Thomas Finkbeiner,Jonas Hartke,2,data analysis methods; semantics
Thomas Finkbeiner,Nadine Bade,2,data analysis methods; linear mixed-effects models
Thomas Finkbeiner,Paula G. Sánchez Ramón,2,linear mixed-effects models; mri
Thomas Finkbeiner,Susan Goldin-Meadow,2,eeg; mri
Thomas Finkbeiner,Alexander Henlein,1,mri
Thomas Finkbeiner,Chiara Zulberti,1,iconicity
Thomas Finkbeiner,Christian Dobel,1,linear mixed-effects models
Thomas Finkbeiner,Marc Schulder,1,prosodic prominence
Thomas Finkbeiner,Natalia Filatkina,1,mri
Thomas Finkbeiner,Sotaro Kita,1,data analysis methods
Thomas Finkbeiner,Stefan Hinterwimmer,1,semantics
Thomas Finkbeiner,Stefan R. Schweinberger,1,data analysis methods
Thomas Finkbeiner,Valentina Colasanti,1,semantics
Thomas Finkbeiner,Vanessa Wing Yan Tsang,1,iconicity
Thomas Finkbeiner,Vera Wolfrum,1,linear mixed-effects models
Thomas Finkbeiner,Volker Gast,1,mri
Thomas Finkbeiner,Wim Pouw,1,linear mixed-effects models
Valentina Colasanti,Nadine Bade,3,cognitive science; language acquisition; pragmatics
Valentina Colasanti,Philippe Schlenker,3,cognitive science; semantics; syntax
Valentina Colasanti,Stefan Hinterwimmer,3,cognitive science; semantics; syntax
Valentina Colasanti,Jonas Hartke,2,cognitive science; semantics
Valentina Colasanti,Kathryn Barnes,2,formal linguistics; semantics
Valentina Colasanti,Mailin Ines Antomo,2,semantics; syntax
Valentina Colasanti,Marion Bonnet,2,cognitive science; syntax
Valentina Colasanti,Nina-Kristin Meister,2,cognitive science; semantics
Valentina Colasanti,Patrick Georg Grosz,2,cognitive science; pragmatics
Valentina Colasanti,Sebastian Walter,2,cognitive science; semantics
Valentina Colasanti,Volker Gast,2,cognitive science; phonetics
Valentina Colasanti,Aleksandra Ćwiek,1,cognitive science
Valentina Colasanti,Alexander Mehler,1,cognitive science
Valentina Colasanti,Anastasia Bauer,1,cognitive science
Valentina Colasanti,Andy Lücking,1,cognitive science
Valentina Colasanti,Anna Kuder,1,co-speech gesture
Valentina Colasanti,Chiara Zulberti,1,hearing impairment
Valentina Colasanti,Cornelia Ebert,1,semantics
Valentina Colasanti,Door Spruijt,1,cognitive science
Valentina Colasanti,Frank Kügler,1,cognitive science
Valentina Colasanti,Ingmar Brilmayer,1,semantics
Valentina Colasanti,Jana Bressem,1,language acquisition
Valentina Colasanti,Jens Lemanski,1,cognitive science
Valentina Colasanti,Lea Fricke,1,semantics
Valentina Colasanti,Liona Paulus,1,language acquisition
Valentina Colasanti,Marianthi Koraka,1,syntax
Valentina Colasanti,Markus Steinbach,1,cognitive science
Valentina Colasanti,Patrick Trettenbrein,1,syntax
Valentina Colasanti,Petra Schumacher,1,language acquisition
Valentina Colasanti,Pia Gehlbach,1,cognitive science
Valentina Colasanti,Silva Ladewig,1,language acquisition
Valentina Colasanti,Stefan R. Schweinberger,1,cognitive science
Valentina Colasanti,Susan Goldin-Meadow,1,gesture integration
Valentina Colasanti,Tatjana Scheffler,1,cognitive science
Valentina Colasanti,Thomas Finkbeiner,1,semantics
Valentina Colasanti,Vanessa Wing Yan Tsang,1,cognitive science
Valentina Colasanti,Wim Pouw,1,cognitive science
Valentina Colasanti,Yuqiu Chen,1,language acquisition
Valentina Colasanti,Šárka Kadavá,1,cognitive science
Vanessa Wing Yan Tsang,Josiah Nii Ashie Neequaye,6,linguistic patterns; linguistic representation; linguistic research; linguistic structures; linguistic theory; linguistic variation
Vanessa Wing Yan Tsang,Nina-Kristin Meister,4,cognitive science; gesture analysis; iconicity; linguistic research
Vanessa Wing Yan Tsang,Marion Bonnet,3,cognitive science; iconicity; sign language
Vanessa Wing Yan Tsang,Cornelia Ebert,2,iconicity; sign language
Vanessa Wing Yan Tsang,Door Spruijt,2,cognitive science; linguistic analysis
Vanessa Wing Yan Tsang,Jonas Hartke,2,cognitive science; linguistic research
Vanessa Wing Yan Tsang,Kathryn Barnes,2,classifier constructions; iconicity
Vanessa Wing Yan Tsang,Lea Fricke,2,iconicity; linguistic variation
Vanessa Wing Yan Tsang,Marianthi Koraka,2,iconicity; sign language
Vanessa Wing Yan Tsang,Markus Steinbach,2,cognitive science; linguistic variation
Vanessa Wing Yan Tsang,Pamela Perniss,2,gesture analysis; linguistic processing
Vanessa Wing Yan Tsang,Patrick Georg Grosz,2,cognitive science; sign language
Vanessa Wing Yan Tsang,Pia Gehlbach,2,cognitive science; linguistic research
Vanessa Wing Yan Tsang,Stefan Hinterwimmer,2,cognitive science; linguistic theory
Vanessa Wing Yan Tsang,Yuqiu Chen,2,cross-linguistic comparison; iconicity
Vanessa Wing Yan Tsang,Šárka Kadavá,2,cognitive science; iconicity
Vanessa Wing Yan Tsang,Aleksandra Ćwiek,1,cognitive science
Vanessa Wing Yan Tsang,Alexander Mehler,1,cognitive science
Vanessa Wing Yan Tsang,Anastasia Bauer,1,cognitive science
Vanessa Wing Yan Tsang,Andy Lücking,1,cognitive science
Vanessa Wing Yan Tsang,Anna Kuder,1,iconicity
Vanessa Wing Yan Tsang,Annika Herrmann,1,iconicity
Vanessa Wing Yan Tsang,Carina Lüke,1,linguistic analysis
Vanessa Wing Yan Tsang,Celina Isabelle von Eiff,1,linguistic research
Vanessa Wing Yan Tsang,Chiara Zulberti,1,iconicity
Vanessa Wing Yan Tsang,Frank Kügler,1,cognitive science
Vanessa Wing Yan Tsang,Ingmar Brilmayer,1,iconicity
Vanessa Wing Yan Tsang,Jana Bressem,1,sign language
Vanessa Wing Yan Tsang,Jens Lemanski,1,cognitive science
Vanessa Wing Yan Tsang,Liona Paulus,1,iconicity
Vanessa Wing Yan Tsang,Matteo Maran,1,linguistic research
Vanessa Wing Yan Tsang,Nadine Bade,1,cognitive science
Vanessa Wing Yan Tsang,Philippe Schlenker,1,cognitive science
Vanessa Wing Yan Tsang,Pilar Prieto,1,iconicity
Vanessa Wing Yan Tsang,Sarah Schwarzenberg,1,iconicity
Vanessa Wing Yan Tsang,Sebastian Walter,1,cognitive science
Vanessa Wing Yan Tsang,Silva Ladewig,1,gesture analysis
Vanessa Wing Yan Tsang,Sotaro Kita,1,gesture analysis
Vanessa Wing Yan Tsang,Stefan R. Schweinberger,1,cognitive science
Vanessa Wing Yan Tsang,Susan Goldin-Meadow,1,gesture analysis
Vanessa Wing Yan Tsang,Tatjana Scheffler,1,cognitive science
Vanessa Wing Yan Tsang,Thomas Finkbeiner,1,iconicity
Vanessa Wing Yan Tsang,Valentina Colasanti,1,cognitive science
Vanessa Wing Yan Tsang,Vinicius Macuch,1,iconicity
Vanessa Wing Yan Tsang,Volker Gast,1,cognitive science
Vanessa Wing Yan Tsang,Wim Pouw,1,cognitive science
Vera Wolfrum,Carina Lüke,3,developmental language disorder; language processing; special education
Vera Wolfrum,Ingmar Brilmayer,3,eeg experiments; language processing; linear mixed-effects models
Vera Wolfrum,Katja Liebal,3,bayesian statistics; linear mixed-effects models; social communication
Vera Wolfrum,Pamela Perniss,3,bayesian statistics; language processing; linear mixed-effects models
Vera Wolfrum,Patrick Georg Grosz,3,bayesian statistics; linear mixed-effects models; production experiments
Vera Wolfrum,Paula G. Sánchez Ramón,3,eeg experiments; linear mixed-effects models; production experiments
Vera Wolfrum,Simone Schäffner,3,developmental language disorder; language processing; modality-specific effects
Vera Wolfrum,Babajide Owoyele,2,bayesian statistics; linear mixed-effects models
Vera Wolfrum,Cornelia Ebert,2,linear mixed-effects models; production experiments
Vera Wolfrum,Cornelia Loos,2,linear mixed-effects models; production experiments
Vera Wolfrum,Frank Kügler,2,bayesian statistics; linear mixed-effects models
Vera Wolfrum,Kathryn Barnes,2,linear mixed-effects models; production experiments
Vera Wolfrum,Mailin Ines Antomo,2,linear mixed-effects models; production experiments
Vera Wolfrum,Marion Bonnet,2,linear mixed-effects models; production experiments
Vera Wolfrum,Markus Steinbach,2,linear mixed-effects models; production experiments
Vera Wolfrum,Matteo Maran,2,language processing; linear mixed-effects models
Vera Wolfrum,Oliver Herbort,2,linear mixed-effects models; social communication
Vera Wolfrum,Philippe Schlenker,2,eeg experiments; linear mixed-effects models
Vera Wolfrum,Sarah Schwarzenberg,2,linear mixed-effects models; production experiments
Vera Wolfrum,Vinicius Macuch,2,bayesian statistics; linear mixed-effects models
Vera Wolfrum,Aleksandra Ćwiek,1,linear mixed-effects models
Vera Wolfrum,Anna Kuder,1,linear mixed-effects models
Vera Wolfrum,Annika Herrmann,1,linear mixed-effects models
Vera Wolfrum,Carly A. Anderson,1,social communication
Vera Wolfrum,Chiara Zulberti,1,production experiments
Vera Wolfrum,Christian Dobel,1,linear mixed-effects models
Vera Wolfrum,Emiliano Zaccarella,1,linear mixed-effects models
Vera Wolfrum,Jana Bressem,1,production experiments
Vera Wolfrum,Jens Lemanski,1,linear mixed-effects models
Vera Wolfrum,Lea Fricke,1,linear mixed-effects models
Vera Wolfrum,Linda Oña,1,linear mixed-effects models
Vera Wolfrum,Marianthi Koraka,1,linear mixed-effects models
Vera Wolfrum,Martin Schulte-Rüther,1,social communication
Vera Wolfrum,Nadine Bade,1,linear mixed-effects models
Vera Wolfrum,Patrick Trettenbrein,1,linear mixed-effects models
Vera Wolfrum,Petra Schumacher,1,linear mixed-effects models
Vera Wolfrum,Pilar Prieto,1,linear mixed-effects models
Vera Wolfrum,Sebastian Walter,1,linear mixed-effects models
Vera Wolfrum,Silva Ladewig,1,linear mixed-effects models
Vera Wolfrum,Sotaro Kita,1,bayesian statistics
Vera Wolfrum,Stefan Hinterwimmer,1,social communication
Vera Wolfrum,Susanne Fuchs,1,speech disorders
Vera Wolfrum,Thomas Finkbeiner,1,linear mixed-effects models
Vera Wolfrum,Volker Gast,1,bayesian statistics
Vera Wolfrum,Wim Pouw,1,linear mixed-effects models
Vera Wolfrum,Yuqiu Chen,1,linear mixed-effects models
Vinicius Macuch,Ingmar Brilmayer,6,bilingualism; iconicity; language evolution; linear mixed-effects models; neurobiology of language
Vinicius Macuch,Katja Liebal,5,bayesian statistics; computational analysis; data analysis methods; language evolution; linear mixed-effects models
Vinicius Macuch,Petra Schumacher,5,bilingualism; data analysis methods; linear mixed-effects models; multimodal communication; natural language processing techniques
